name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"29.2275;-9.46785",2021-07-07,35,16.6,22.3,33.5,16.6,22,15,69.7,0,0,0,,,,27.7,31.7,287,1015.7,24.7,5.2,360.2,31.1,10,,2021-07-07T06:44:52,2021-07-07T20:40:43,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-08,26.8,16.4,19.8,26.9,16.4,19.8,15.6,78,0,0,0,,,,27.7,36.7,291.7,1013.7,24.9,6.4,354.3,30.6,10,,2021-07-08T06:45:20,2021-07-08T20:40:33,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-09,30,16.7,21.4,30,16.7,21.4,16.4,76,0,0,0,,,,27.7,22.3,237.4,1010.5,31,6.1,347.9,30.1,10,,2021-07-09T06:45:48,2021-07-09T20:40:22,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-10,40,17.6,25.2,40.4,17.6,25.2,16.1,62.7,0.6,100,25,rain,,,24.1,22.3,245.5,1009.8,36.2,3.4,309.6,26.7,10,,2021-07-10T06:46:17,2021-07-10T20:40:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-11,44,22,34.3,44,22,33.9,13.8,35.7,0,0,0,,,,38.9,22.3,158.9,1013.6,26.9,3.5,170,14.8,6,,2021-07-11T06:46:47,2021-07-11T20:39:56,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-12,45,24.4,35.4,45,24.4,34.6,11.8,27.8,0,0,0,,,,38.9,40.7,153.1,1014.5,25.2,4.5,235.3,20.4,7,,2021-07-12T06:47:17,2021-07-12T20:39:41,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-13,30,19,25.1,30,19,25.1,15.8,59.4,0,0,0,,,,22.3,27.4,248.6,1013.9,13.5,5.4,291,25,9,,2021-07-13T06:47:47,2021-07-13T20:39:24,0.06,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-14,30,17,22.8,29.7,17,22.8,15.1,64.8,0.3,100,12.5,rain,,,37.1,31.7,266.2,1011.7,38.5,4.5,318.5,27.6,9,,2021-07-14T06:48:18,2021-07-14T20:39:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-15,30,17,22.6,30,17,22.7,15.8,68.5,0.1,100,4.17,rain,,,33.5,24.8,264.8,1011.3,34.4,4.9,332.7,28.8,10,,2021-07-15T06:48:50,2021-07-15T20:38:46,0.14,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-16,32.1,17.9,24.2,31.7,17.9,24.1,15,61,0,0,0,,,,29.5,26.3,261.1,1011.8,22,6.2,334.2,28.9,10,,2021-07-16T06:49:21,2021-07-16T20:38:25,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-17,35,17,25.7,35.2,17,25.7,14.6,55.8,0,0,0,,,,25.9,18.4,276.7,1012.9,6.6,5.7,320.5,27.7,10,,2021-07-17T06:49:53,2021-07-17T20:38:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-18,45,16.7,30.3,45,16.7,29.4,8.1,38.9,0.1,100,4.17,rain,,,77.8,55.4,258.3,1011.7,0.7,3.6,338.9,29.4,10,,2021-07-18T06:50:26,2021-07-18T20:37:39,0.31,Rain,Clear conditions throughout the day with afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-19,40,18,26.8,36.4,18,26,10.3,44.8,0,0,0,,,,66.6,46.4,226.3,1010.6,0,8.3,364.5,31.6,10,,2021-07-19T06:50:59,2021-07-19T20:37:13,0.37,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-20,33,17,22.7,31,17,22.6,14.4,64,0,0,0,,,,20.5,35.6,289.8,1011.9,13.6,4.4,332.6,28.7,10,,2021-07-20T06:51:32,2021-07-20T20:36:47,0.41,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-21,27,18,21.6,27.5,18,21.7,16,72.2,0,0,0,,,,25.9,29.9,273.3,1013.2,28.5,4.7,318.9,27.5,10,,2021-07-21T06:52:05,2021-07-21T20:36:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-22,44.1,18.1,26.2,44.1,18.1,26.1,14.5,55.9,0,0,0,,,,24.1,25.9,208.6,1011.9,13.5,5.3,283.5,24.5,9,,2021-07-22T06:52:39,2021-07-22T20:35:49,0.48,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-23,38.5,19.1,28.1,38.9,19.1,28,15.3,50.9,0,0,0,,,,22.3,14.8,186.9,1009.1,39.6,6,246.3,21.3,8,,2021-07-23T06:53:13,2021-07-23T20:35:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-24,36,19.4,26.9,35.8,19.4,27,16.6,57,0,0,0,,,,27.7,22.3,249.7,1010.7,10.2,6.9,259,22.3,8,,2021-07-24T06:53:47,2021-07-24T20:34:46,0.5,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-25,31,18.6,24,31.4,18.6,24.2,16.9,67,0,0,0,,,,25.9,27.7,256.7,1012.7,22.9,4.6,297.8,25.6,9,,2021-07-25T06:54:21,2021-07-25T20:34:13,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-26,29,17,22.3,29.1,17,22.3,15.9,70,0,0,0,,,,24.1,38.9,301.1,1011.8,23.4,5.1,349.3,30.1,10,,2021-07-26T06:54:55,2021-07-26T20:33:38,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-27,23.1,17.8,20,23.1,17.8,20,17.6,86.9,0.2,100,8.33,rain,,,27.7,24.8,262,1010.1,49.2,4,341.1,29.3,10,,2021-07-27T06:55:29,2021-07-27T20:33:02,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-28,31,17.9,22.6,31.4,17.9,22.7,17.6,76.8,0,0,0,,,,20.5,22.3,223.1,1010.4,30.1,6.1,325.2,28.1,10,,2021-07-28T06:56:04,2021-07-28T20:32:25,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-29,29,17.8,22.9,30.3,17.8,23.1,17.4,73.2,0,0,0,,,,20.5,25.9,268.7,1010.6,28.6,5.3,300.5,26,10,,2021-07-29T06:56:38,2021-07-29T20:31:46,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-30,34,19.1,24.8,35.1,19.1,25.1,17.8,67.5,0,0,0,,,,25.9,20.5,208.1,1013.2,16.2,4.6,258.6,22.2,8,,2021-07-30T06:57:13,2021-07-30T20:31:06,0.7,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-31,33,18.9,24.4,33.5,18.9,24.6,16.8,65.2,0,0,0,,,,25.9,27.7,265.9,1013.4,24.7,4.8,318.4,27.5,10,,2021-07-31T06:57:48,2021-07-31T20:30:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-01,30,17,22.8,29.2,17,22.7,14.6,63,0,0,0,,,,24.1,29.2,261.7,1013.4,18.6,5.1,333,28.5,10,,2021-08-01T06:58:22,2021-08-01T20:29:43,0.8,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-02,30,16.5,21.3,29,16.5,21.3,15.1,70.9,0,0,0,,,,22.3,35.3,289.1,1012.4,20.1,5.8,346.9,29.9,10,,2021-08-02T06:58:57,2021-08-02T20:28:59,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-03,26,17,20.5,26,17,20.5,16.8,81.3,0.2,100,8.33,rain,,,25.9,29.5,274.5,1013.9,27.2,5.8,346.2,29.9,10,,2021-08-03T06:59:32,2021-08-03T20:28:15,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-04,23,17.4,19.7,23,17.4,19.7,17.5,87.9,0.4,100,8.33,rain,,,20.5,31.7,282.5,1015.4,43.9,4.3,335.1,29.1,10,,2021-08-04T07:00:06,2021-08-04T20:27:29,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-05,27,17,20.1,27.9,17,20.1,17.6,86.6,0,0,0,,,,24.1,27.7,260.2,1014.8,34.9,4.2,344.6,29.8,10,,2021-08-05T07:00:41,2021-08-05T20:26:42,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-06,27,17.4,20.5,28.2,17.4,20.6,17.9,85.9,0.4,100,8.33,rain,,,22.3,33.5,261,1013.4,38.6,5.7,341,29.5,10,,2021-08-06T07:01:16,2021-08-06T20:25:54,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-07,24,17.5,20.1,24,17.5,20.1,17.1,84,1.1,100,12.5,rain,,,20.5,33.5,315.1,1013.3,44.3,5.4,340.7,29.6,10,,2021-08-07T07:01:50,2021-08-07T20:25:04,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-08,26,16.9,20.3,26,16.9,20.3,17.1,83,0.4,100,12.5,rain,,,24.1,37.8,298.2,1013,30,6,341.3,29.6,10,,2021-08-08T07:02:24,2021-08-08T20:24:14,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-09,25,16.3,19.4,25,16.3,19.4,15.7,80.5,0,0,0,,,,24.1,37.1,298.2,1013.5,30.6,7,338.3,29.1,10,,2021-08-09T07:02:59,2021-08-09T20:23:23,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-10,24.1,16.3,19.2,24.1,16.3,19.2,15.8,81.8,0,0,0,,,,18.4,31.7,304.4,1014.8,46.2,5.1,323.1,27.7,10,,2021-08-10T07:03:33,2021-08-10T20:22:30,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-11,26,16.2,20.4,26,16.2,20.4,16.6,80.2,0.4,100,4.17,rain,,,18.4,25.9,216.5,1015.7,47.2,7.9,335.6,29,10,,2021-08-11T07:04:07,2021-08-11T20:21:37,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-12,31,17,22.1,31.4,17,22.2,17.2,76.8,0,0,0,,,,20.5,22,227.5,1015.6,18.8,7,318,27.3,10,,2021-08-12T07:04:41,2021-08-12T20:20:42,0.09,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-13,34,17.7,23.8,35.1,17.7,24,16.7,68.5,0.1,100,4.17,rain,,,18.4,18.4,215.8,1014.9,21.1,4.9,288.7,25,9,,2021-08-13T07:05:15,2021-08-13T20:19:47,0.13,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-14,46,19.2,33,46,19.2,32.1,7,31.3,0,0,0,,,,18.4,25.9,146.8,1013.8,10.2,5.3,295,25.4,9,,2021-08-14T07:05:48,2021-08-14T20:18:51,0.19,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-15,47,20.1,34.4,47,20.1,33.1,2.9,21.5,0,0,0,,,,44.6,29.5,151.5,1011.5,5.5,5.9,319.4,27.5,10,,2021-08-15T07:06:22,2021-08-15T20:17:53,0.24,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-16,46,20.2,36.2,46,20.2,34.8,2.9,18.3,0.1,100,4.17,rain,,,38.9,38.9,107.5,1011.9,14.9,5.2,283.7,24.4,9,,2021-08-16T07:06:55,2021-08-16T20:16:55,0.3,Rain,Clear conditions throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-17,43.6,21.7,34.1,43.6,21.7,32.1,6.3,22,0,0,0,,,,29.5,35.3,171.6,1013.2,11.2,8.2,321.1,27.6,10,,2021-08-17T07:07:29,2021-08-17T20:15:56,0.35,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-18,39,20.6,27.8,35.9,20.6,26.9,9.4,38.4,0,0,0,,,,24.1,35.3,215.9,1012.8,3,6.9,331,28.7,10,,2021-08-18T07:08:02,2021-08-18T20:14:56,0.4,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-19,31,18.6,23.2,31,18.6,23.3,16.6,68.7,0,0,0,,,,24.1,25.9,240.7,1011.5,15.5,5.8,323.1,27.5,10,,2021-08-19T07:08:35,2021-08-19T20:13:56,0.44,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-20,30,18,22.2,30,18,22.2,16.6,73.1,0,0,0,,,,27.7,31.7,250.4,1014,18.8,6.2,312.8,27.1,10,,2021-08-20T07:09:08,2021-08-20T20:12:54,0.48,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-21,32,17,22.1,30.2,17,21.9,14.9,68,0,0,0,,,,33.5,38.9,287.1,1016.5,28.3,6.6,264.1,22.9,8,,2021-08-21T07:09:40,2021-08-21T20:11:52,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-22,28,17.2,21.1,28,17.2,21.2,17.3,80.3,0,0,0,,,,33.5,37.1,283.2,1015,30.1,5.3,335.9,29.1,10,,2021-08-22T07:10:13,2021-08-22T20:10:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-23,25,18,20.7,25,18,20.7,17.6,83.2,0.5,100,8.33,rain,,,22.3,31.7,245,1013.5,37,5.2,327.8,28.4,10,,2021-08-23T07:10:45,2021-08-23T20:09:45,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-24,26,18.2,20.9,26,18.2,20.9,17.4,81.2,0.5,100,12.5,rain,,,22.3,25.2,262.1,1013.7,38.9,6,305.2,26.3,10,,2021-08-24T07:11:17,2021-08-24T20:08:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-25,28,17,21.2,28.6,17,21.3,17.1,79.6,0,0,0,,,,24.1,25.9,243.3,1012.1,23.3,6.1,303.7,26.2,9,,2021-08-25T07:11:49,2021-08-25T20:07:35,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-26,31,17,22.3,31.4,17,22.4,16.9,74.8,0,0,0,,,,29.5,27.7,237,1012.6,22.1,6.3,302.9,26.1,10,,2021-08-26T07:12:21,2021-08-26T20:06:30,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-27,35,18,24.2,33,18,23.9,15.1,64.6,0,0,0,,,,29.5,27.7,266.5,1014.5,22.4,5.8,286.5,24.8,9,,2021-08-27T07:12:53,2021-08-27T20:05:23,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-28,37,17,24.3,35.1,17,24,14.8,62.8,0,0,0,,,,25.9,31.7,286,1015.4,19.5,5.5,318.7,27.5,10,,2021-08-28T07:13:25,2021-08-28T20:04:16,0.67,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-29,34,18,23.8,32.5,18,23.5,15.5,65.2,0,0,0,,,,33.5,37.1,281.4,1014,16.2,6.3,321,27.6,10,,2021-08-29T07:13:56,2021-08-29T20:03:09,0.72,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-30,31,17,22,29.5,17,21.9,15.9,72.9,0,0,0,,,,33.5,33.5,274.4,1012.1,18.4,7.4,319.8,27.5,10,,2021-08-30T07:14:28,2021-08-30T20:02:00,0.76,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-08-31,28,18.3,21.9,28.9,18.3,22,17.6,78.7,0.1,100,4.17,rain,,,27.7,35.3,289.4,1013.4,31.5,5.6,316.7,27.4,10,,2021-08-31T07:14:59,2021-08-31T20:00:52,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-01,31,18.6,22.7,30.6,18.6,22.6,16.7,73.6,0,0,0,,,,27.7,37.1,297.1,1015,34.2,5.8,314.2,27.4,10,,2021-09-01T07:15:30,2021-09-01T19:59:43,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-02,32,17.6,23,31.3,17.6,22.9,16.4,71.5,0,0,0,,,,29.5,33.5,259.9,1015.6,10.9,8.7,315.5,27.5,10,,2021-09-02T07:16:01,2021-09-02T19:58:33,0.9,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-03,30,17.9,22.2,31.3,17.9,22.5,18,78.6,0,0,0,,,,29.5,24.1,249,1014.5,22.9,5.7,307.4,26.5,10,,2021-09-03T07:16:32,2021-09-03T19:57:23,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-04,34,16,23.5,32.5,16,23.4,16,67.2,0,0,0,,,,22.3,22.3,232.6,1012.8,3.7,7.1,312,27,10,,2021-09-04T07:17:03,2021-09-04T19:56:13,0.97,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-05,34,18.6,26.4,33.7,18.6,26,12.1,44.5,0,0,0,,,,31.7,24.1,165.2,1012.8,12.8,8.9,287.7,25,9,,2021-09-05T07:17:34,2021-09-05T19:55:02,0.99,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-06,36,19.4,27.4,35.1,19.4,27.1,13.7,45.5,0,0,0,,,,31.7,27.7,182.9,1013.5,37.3,7.9,263.2,22.7,9,,2021-09-06T07:18:05,2021-09-06T19:53:51,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-07,38,18.9,26.1,36.6,18.9,26,16,58.9,0,0,0,,,,35.3,24.1,241.1,1015,30.9,5.6,275.5,23.9,9,,2021-09-07T07:18:36,2021-09-07T19:52:39,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-08,37,19,26,36.5,19,26.1,16.9,61.7,0.1,100,4.17,rain,,,35.3,22.3,182,1015.5,11.9,6.2,250.1,21.7,8,,2021-09-08T07:19:06,2021-09-08T19:51:27,0.01,Rain,Clear conditions throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-09,39,19.4,26.8,37.4,19.4,26.5,14.2,51.6,0,0,0,,,,27.7,22.3,156.5,1016.2,5.7,5.9,287.1,24.7,9,,2021-09-09T07:19:37,2021-09-09T19:50:15,0.04,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-10,39,17,25.6,35.9,17,25.2,12,49.8,0,0,0,,,,22.3,31.7,228.5,1015.4,3.1,5.8,295.2,25.7,10,,2021-09-10T07:20:07,2021-09-10T19:49:03,0.07,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-11,39,18.4,27.1,37.7,18.4,26.5,12,45.4,0.2,100,8.33,rain,,,24.1,25.9,222.9,1015.3,5.5,6.3,280.3,24.2,9,,2021-09-11T07:20:38,2021-09-11T19:47:50,0.12,Rain,Clear conditions throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-12,29,17.9,24.9,28.8,17.9,25,14.3,53.3,0.2,100,8.33,rain,,,37.1,24.1,214.4,1014,47.8,4.9,129.3,11,5,,2021-09-12T07:21:08,2021-09-12T19:46:37,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-13,30,22.1,25.5,29.7,22.1,25.4,15,53.8,0.3,100,4.17,rain,,,46.4,24.1,209.1,1012.3,73.5,5.6,152.7,13.1,6,,2021-09-13T07:21:39,2021-09-13T19:45:24,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-14,29,19.7,23.4,29.5,19.7,23.5,17.2,70.3,0.3,100,12.5,rain,,,35.3,25.9,246.1,1014.1,51.4,6.2,279.4,24.1,9,,2021-09-14T07:22:10,2021-09-14T19:44:11,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-15,27,18.3,22.1,27.3,18.3,22.1,16.8,74.6,0,0,0,,,,18.4,29.5,296.6,1015.8,31.3,6.7,296.9,25.8,10,,2021-09-15T07:22:40,2021-09-15T19:42:58,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-16,27,18.1,22,27.3,18.1,22,16.9,74.9,0,0,0,,,,27.7,31.7,313.2,1015.7,36.4,7,293.7,25.3,10,,2021-09-16T07:23:11,2021-09-16T19:41:44,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-17,26,18.6,22,26,18.6,22,17.6,77,0,0,0,,,,27.7,29.5,278.8,1014.5,56.8,7.1,289,24.8,9,,2021-09-17T07:23:41,2021-09-17T19:40:31,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-18,25,18.1,20.8,25,18.1,20.8,18.3,86.6,0,0,0,,,,25.9,27.7,266.7,1015.1,52.9,5,271.3,23.5,9,,2021-09-18T07:24:12,2021-09-18T19:39:17,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-19,23,18,20.1,23,18,20.1,18.2,89.1,0.4,100,8.33,rain,,,22.3,25.9,289.9,1016.5,61.3,5.3,249.9,21.5,9,,2021-09-19T07:24:43,2021-09-19T19:38:04,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-20,27,17.6,21.2,27.7,17.6,21.3,17.1,78.5,0.1,100,4.17,rain,,,25.9,29.5,300.1,1016.5,45.7,6.9,281,24.3,9,,2021-09-20T07:25:14,2021-09-20T19:36:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-21,25,17.5,20.3,25,17.5,20.3,17.2,83.4,0,0,0,,,,24.1,35.3,292.6,1014.1,43.2,5.7,285.3,24.5,9,,2021-09-21T07:25:45,2021-09-21T19:35:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-09-22,25,16,20,25,16,20,16.5,81.5,0,0,0,,,,18.4,31.7,290.2,1012.8,49.2,6.5,269.4,23.2,9,,2021-09-22T07:26:16,2021-09-22T19:34:24,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
